Participant_ID,Gender_M,Age,Ethnicity,Q4_6_TEXT,Education,Income,Home_Area,Politics,Q8_6_TEXT,Recreation_Freq,Q10,Hunting or fishing,Q10_11_TEXT,Q12,Q12_6_TEXT,Q43,Q14,Q13_1,Q13_12,Q13_13,Q13_2,Q13_14,Q13_15,Q13_16,Q13_17,Q13_18,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q15,Q16,Q44_1,Q44_2,Q44_3,Q44_4,Q44_5,Q44_6,Q44_7,Q44_8,Q45,Q45_4_TEXT,Q48,Q49,Q50,Q51,Q20,Q22_1,Q22_2,Q22_3,Q22_17,Q22_18,Q22_19,Q22_20,Q22_21,Q22_4,Q22_22,Q22_23,Q22_24,Q22_25,Q22_26,Q22_27,Q22_28,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q26_1,Q26_2,Q26_3,Q26_10,Q26_11,Q26_12,Q26_13,Q26_14,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q29,Q30,Q31,Q32,Q33,Q52,Q34,Q35,Q53,Q36,Q37,Q54,Q56,Q55,Q58,Q57,Q59,Q60,MID,Excluded
258,1,43,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Suburban/edge of a large city,Very liberal,,Often (About once a month),"Hiking,Cycling/Mountain biking,Kayaking/Canoeing,Fishing",1,,"I have a bird feeder in my home,I feed other kinds of animals around my home,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"armadillo, fox, deer,skunk, raccoon",We had raccoons living in our attic!,Strongly disagree,Strongly Agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,yuck!,scared,Never,Never,Never,Never,A Little (About once a year),A Little (About once a year),Never,A Little (About once a year),Negatively,,No,,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,,1 - I would absolutely not do this,1 - I would absolutely not do this,3 - I might do this,3 - I might do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,1 - I would absolutely not do this,1 - I would absolutely not do this,3 - I might do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,TRUE,I don't know,I don't know,Mammals,I don't know,Nectar,100,"Over-use of fertilizers, resulting in eutrophication",I don't know,Yes,I don't know,Yes,I don't know,I don't know,I don't know,Yes,I don't know,,
259,1,29,Asian or Pacific Islander,,High school degree or equivalent (e.g. GED),$0 - $49.999,Suburban/edge of a large city,Moderate,,Often (About once a month),"Hiking,Backpacking,Camping,Rock climbing,Hunting",1,,"I have a bird feeder in my home,I visit zoos or aquariums at least once a year to see wildlife",,deer birds beavers snakes ,my first time visiting joshua tree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat agree,Agree,Strongly Agree,"squeaky, cave, wings",i liked them,Sometimes (A few times per year),Sometimes (A few times per year),A Little (About once a year),Sometimes (A few times per year),A Little (About once a year),A Little (About once a year),Sometimes (A few times per year),Sometimes (A few times per year),Negatively,,No,,No,,ive just seen them flying around the neighborhood at night,Disagree,Disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Agree,i like them,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,3 - I might do this,4 - I'm very likely to do this,,TRUE,TRUE,I don't know,I don't know,Mammals,Sonar,Insects,I don't know,I don't know,I don't know,I don’t know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,
260,1,35,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Suburban/edge of a large city,Very liberal,,Sometimes (A few times a year),"Hiking,Backpacking,Camping",0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"I think of two basic types of wildlife: 1) What could be considered common ""suburban"" animals like squirrels and whitetail deer; and 2) Other types of wildlife that would typically exist only in natural largely uninhabited areas (e.g. mountain lions and elk, for example). ","I spotted a very large black bear while vacationing in the Adirondack park area of NY state last summer, 2017.   I was 400-450 yards from this animal, looking down upon it from the top of a ravine.  It was fishing, and never noticed me.   I simply watched, and never disturbed this animal.",Strongly Agree,Neither agree nor disagree,Agree,Strongly Agree,Somewhat disagree,Strongly Agree,Agree,Agree,Somewhat disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Mammals, nocturnal, helpful, handsome ","I liked and appreciated them.  Bats are very helpful in reducing insect population(s), and they are largely harmless creatures.",Sometimes (A few times per year),Never,Sometimes (A few times per year),Never,Often (Once a month),Sometimes (A few times per year),Never,Sometimes (A few times per year),Negatively,,No,,No,,"I have had no direct interaction(s) with bats, I have only witnessed them congregating, roosting, and foraging for food.",Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Somewhat agree,Strongly Agree,Disagree,Somewhat agree,Strongly disagree,Strongly Agree,"I feel quite positive and protective of bats.   They are amazing, very sensitive creatures.",4 - I'm very likely to do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,3 - I might do this,5 - I would definitely do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,4 - I'm very likely to do this,2 - I probably would not do this,3 - I might do this,1 - I would absolutely not do this,TRUE,I don't know,FALSE,FALSE,Mammals,Echolocation,Insects,1000,Habitat loss from humans moving into bat caves,Pup,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
261,1,24,"African American or Black,Caucasian or White",,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Suburban/edge of a large city,Somewhat liberal,,Often (About once a month),Hiking,0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,"birds, deer, lions",Chasing away raccoons from our house.,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly Agree,Disagree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"pests, annoying, blood",I didn't like them,A Little (About once a year),Never,Never,Never,Never,A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,,Strongly disagree,Strongly Agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,,4 - I'm very likely to do this,2 - I probably would not do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,3 - I might do this,3 - I might do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,FALSE,FALSE,TRUE,Birds,Echolocation,Insects,I don't know,I don't know,I don't know,Yes,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,I don't know,,
262,1,25,Asian or Pacific Islander,,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Urban/downtown/high density,Moderate,,Sometimes (A few times a year),Hiking,0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas)",,"birds, wolves, bears","I one time ran into a wild bear during a hike. Good thing I didn't panic and didn't get mauled, It was terrifying and thrilling at the same time",Disagree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"mammal, sonar, batman",I associated it with batman,Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Sometimes (A few times per year),Negatively,,No,,No,,I have seen them on tours when I travel,Somewhat disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat agree,I don't know much more about bats,4 - I'm very likely to do this,1 - I would absolutely not do this,4 - I'm very likely to do this,1 - I would absolutely not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,2 - I probably would not do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,TRUE,I don't know,I don't know,TRUE,Mammals,Sonar,I don't know,I don't know,I don't know,I don't know,Yes,No,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
263,1,24,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)",$0 - $49.999,Urban/downtown/high density,Somewhat conservative,,Rarely (About once a year),"Hiking,Backpacking,Camping,Fishing,Horseback riding",1,,"I have a bird feeder in my home,I feed other kinds of animals around my home",,its nice,see a lion and tiger,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,nice,its very good and memorable,Often (Once a month),Sometimes (A few times per year),Often (Once a month),Sometimes (A few times per year),Often (Once a month),Sometimes (A few times per year),Sometimes (A few times per year),Often (Once a month),"Positively,Neutrally",,Yes," A single little brown bat can eat up to 1000 mosquitoes in a single hour, and is one of the world's longest-lived mammals for its size.",Maybe,,very nice,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,good,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,2 - I probably would not do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,5 - I would definitely do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,5 - I would definitely do this,4 - I'm very likely to do this,TRUE,TRUE,FALSE,FALSE,Birds,Sonar,Fruit,100,"Over-use of fertilizers, resulting in eutrophication",Cub,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,
264,1,44,Caucasian or White,,"Some college, no degree",$0 - $49.999,Suburban/edge of a large city,Somewhat liberal,,Often (About once a month),"Hiking,Other",0,sightseeing,"I have a bird feeder in my home,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"birds, deer, squirrels, bears, wolves, foxes","A fairly large owl landed in a low branch of a tree in my backyard, and sat there for more than an hour while I watched it.  Very cool.",Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly Agree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,"rabies, vampires, disease, hunters",didn't like them.,Never,Never,A Little (About once a year),Never,A Little (About once a year),A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,I haven't.  I wouldn't want one either.,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Strongly Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly Agree,Agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,"Again, bats can carry and transmit rabies as far as I know.  And that's not a minor health problem.",2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,TRUE,I don't know,FALSE,FALSE,Mammals,Echolocation,Insects,1000,Habitat loss from humans moving into bat caves,I don't know,Yes,No,Yes,I don't know,No,No,Yes,No,,
265,1,33,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Small city or town,Moderate,,Rarely (About once a year),"Hiking,Backpacking,Cycling/Mountain biking,Camping,Kayaking/Canoeing,Hunting,Fishing,Skiing/snowboarding",1,,"I feed other kinds of animals around my home,I plant native species in my yard,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,animals,seeing a silverback gorilla ,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,ugly,they were weird animals ,Sometimes (A few times per year),Sometimes (A few times per year),A Little (About once a year),Sometimes (A few times per year),Sometimes (A few times per year),Often (Once a month),A Little (About once a year),Sometimes (A few times per year),Negatively,,Yes,at a zoo,No,,na,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,na,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,4 - I'm very likely to do this,5 - I would definitely do this,1 - I would absolutely not do this,TRUE,TRUE,FALSE,TRUE,Mammals,Echolocation,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
266,0,39,Caucasian or White,,"Some college, no degree","$50,000 - $99,999",Suburban/edge of a large city,Moderate,,Sometimes (A few times a year),Fishing,1,,I visit zoos or aquariums at least once a year to see wildlife,,"bears, tigers",I am scared of 99% of 'wildlfe' so I stay faaaaaar away and do not make memorable moments of interaction with it!,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Scary creatures that only come out at night and fly inside your attic!,I have only seen bats at a zoo so i always remember hating that exhibit. they are scary and ugly!,Never,Never,Never,Never,A Little (About once a year),A Little (About once a year),Never,A Little (About once a year),Negatively,,No,,No,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,no thank you. They are creepy and I am really creeped out just thinking about them right  now.,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,TRUE,FALSE,FALSE,FALSE,I don't know,I don't know,Insects,I don't know,A disease called White-Nose Syndrome,Pup,No,No,No,No,No,No,I don't know,No,,
267,1,32,Asian or Pacific Islander,,"Graduate or professional degree (e.g MS, MA, JD, MD, PhD)","$100,000 - $199,999",Urban/downtown/high density,Very liberal,,Sometimes (A few times a year),Hiking,0,,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Birds, large cats, monkeys..",When I saw two deer behind some thick vegetation only after the y were within a foot of my face,Disagree,Agree,Somewhat agree,Strongly Agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,"I think nocturnal, and they appear to be scary, flying  birds who hang upside down.",Afraid of them,Never,Never,Never,Never,Never,A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,,Strongly Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Agree,Somewhat agree,,5 - I would definitely do this,3 - I might do this,5 - I would definitely do this,2 - I probably would not do this,3 - I might do this,4 - I'm very likely to do this,4 - I'm very likely to do this,2 - I probably would not do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,5 - I would definitely do this,3 - I might do this,2 - I probably would not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,3 - I might do this,TRUE,I don't know,FALSE,TRUE,Birds,Echolocation,Insects,500,A disease called White-Nose Syndrome,Pup,Yes,No,Yes,No,No,No,Yes,No,,
268,0,43,Caucasian or White,,"Some college, no degree","$50,000 - $99,999",Suburban/edge of a large city,Somewhat conservative,,All the time (Once a week or more),"Hiking,Cycling/Mountain biking,Camping,Fishing",1,,"I feed other kinds of animals around my home,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Birds, animals, flowers",Deer come in my back yard daily,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Rabies,Scared,Sometimes (A few times per year),Sometimes (A few times per year),Often (Once a month),Often (Once a month),Never,A Little (About once a year),Never,Sometimes (A few times per year),"Neutrally,Comments:",Scary,No,,No,,None,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,None,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,3 - I might do this,4 - I'm very likely to do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,,5 - I would definitely do this,TRUE,I don't know,I don't know,TRUE,I don't know,Sonar,I don't know,I don't know,I don't know,I don't know,I don’t know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,
269,0,29,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Urban/downtown/high density,Very liberal,,Often (About once a month),"Camping,Other",0,swimming,"I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Bears, deer, racoon, fish",I grew up in a small town and my house was covered in woods area. I remember there being a bear right outside my window staring at me when I woke up once.,Disagree,Disagree,Neither agree nor disagree,Strongly Agree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Somewhat agree,Agree,Somewhat agree,Strongly Agree,birdlike things,We didn't have very many around when I was a kid so I was always moderately afraid of them,Sometimes (A few times per year),,Sometimes (A few times per year),A Little (About once a year),A Little (About once a year),Sometimes (A few times per year),A Little (About once a year),Often (Once a month),Negatively,,No,,No,,,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat agree,,3 - I might do this,1 - I would absolutely not do this,4 - I'm very likely to do this,1 - I would absolutely not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,4 - I'm very likely to do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,1 - I would absolutely not do this,TRUE,TRUE,FALSE,TRUE,Mammals,Echolocation,Fruit,1000,I don't know,Pup,I don’t know,I don't know,I don't know,I don't know,I don't know,I don't know,Yes,I don't know,,
270,0,57,Caucasian or White,,"Bachelor's degree (e.g. BS, BA, AB)","$50,000 - $99,999",Rural,Somewhat liberal,,All the time (Once a week or more),"Hiking,Camping,Hunting,Fishing,Other",1,gardening,"I have a bird feeder in my home,I feed other kinds of animals around my home,I plant native species in my yard,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Deer, Raccoons, possums, coyotes, birds, mink, snakes, lemur, wild hogs, rabbits. black bear","thirty years ago I had a huge five acre garden and my son was a toddler. I put his playpen under a live oak shady area so I could keep an eye on him while I picked vegetables in the garden. I looked up and saw a black bear walking down the middle of my garden, silently. It scared me because the bear was between me and my son but I stood there in shock and watched the bear walk through the garden and into the woods. It was beautiful",Somewhat disagree,Somewhat agree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Bats are cool they eat a lot of insects ,As a kid I was scared of bats thinking they were vampires in disguise lol,Often (Once a month),Often (Once a month),Often (Once a month),Often (Once a month),A Little (About once a year),Never,Never,Sometimes (A few times per year),Negatively,,No,,No,,"Used to live near San Antonio and there is a huge cave there and every evening a million bats fly out of the cave, its cool to watch and we used to go see it fairly often",Somewhat disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Bats need a good PR campaign because they get a bad reputation from the media and movies etc when they are really good for the environment,3 - I might do this,1 - I would absolutely not do this,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,4 - I'm very likely to do this,3 - I might do this,2 - I probably would not do this,2 - I probably would not do this,3 - I might do this,TRUE,I don't know,I don't know,I don't know,I don't know,Sonar,Insects,I don't know,I don't know,I don't know,Yes,I don't know,I don't know,I don't know,I don't know,Yes,Yes,I don't know,,
271,0,27,Caucasian or White,,"Some college, no degree",$0 - $49.999,Small city or town,Moderate,,All the time (Once a week or more),"Hiking,Cycling/Mountain biking,Camping,Kayaking/Canoeing,Fishing,Horseback riding,Skiing/snowboarding",1,,"I have a bird feeder in my home,I seek out places where I might see wildlife (e.g. outdoor parks, nature areas),I visit zoos or aquariums at least once a year to see wildlife",,"Deer, birds, raccoons, squirell",When I went out on a mountain drive with my dad when I was around 16. We always used to go on dusk mountain drives and count how many deer we see. This one particular night we were on our drive and a cougar walked across the road right infront of us. It was such a crazy cool experience to see. ,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Night time,Kind of scared because I believed the rumor that bats like blonde hair ,Often (Once a month),Often (Once a month),Often (Once a month),Often (Once a month),A Little (About once a year),A Little (About once a year),Never,A Little (About once a year),Neutrally,,No,,No,,Not an interaction but I have seen them fly around at night at least once a week,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Somewhat disagree,Somewhat agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,I think its cool to see how well they fly in pitch black at night. Its very cool to see ,5 - I would definitely do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,2 - I probably would not do this,5 - I would definitely do this,5 - I would definitely do this,5 - I would definitely do this,3 - I might do this,2 - I probably would not do this,1 - I would absolutely not do this,4 - I'm very likely to do this,1 - I would absolutely not do this,TRUE,I don't know,FALSE,TRUE,Mammals,Sonar,Insects,I don't know,I don't know,I don't know,I don’t know,I don't know,I don't know,No,I don't know,I don't know,Yes,I don't know,,
272,1,65,Caucasian or White,,"Graduate or professional degree (e.g MS, MA, JD, MD, PhD)",$0 - $49.999,Suburban/edge of a large city,Somewhat conservative,,All the time (Once a week or more),"Hiking,Backpacking,Cycling/Mountain biking,Camping",0,,I have a bird feeder in my home,,"raptors, rattlesnakes",watching a great horned owl grab a dove from a tree in our backyard,Strongly disagree,Disagree,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Agree,Strongly Agree,Agree,Agree,Agree,amazing hunting abilities (sonar); scary; rabid; misunderstood,scared to death,All the time (Daily-weekly),All the time (Daily-weekly),All the time (Daily-weekly),All the time (Daily-weekly),Often (Once a month),A Little (About once a year),Never,Sometimes (A few times per year),Negatively,,No,,No,,n/a,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Neither agree nor disagree,Somewhat agree,Agree,Strongly Agree,Agree,Agree,Somewhat agree,Disagree,Disagree,Agree,"although scared of bats as a child, I have come to understand how beneficial they really are.",3 - I might do this,1 - I would absolutely not do this,3 - I might do this,1 - I would absolutely not do this,1 - I would absolutely not do this,5 - I would definitely do this,5 - I would definitely do this,2 - I probably would not do this,2 - I probably would not do this,2 - I probably would not do this,4 - I'm very likely to do this,3 - I might do this,3 - I might do this,5 - I would definitely do this,4 - I'm very likely to do this,2 - I probably would not do this,1 - I would absolutely not do this,2 - I probably would not do this,3 - I might do this,TRUE,I don't know,FALSE,FALSE,Mammals,Echolocation,Fruit,I don't know,I don't know,I don't know,Yes,Yes,I don't know,I don't know,I don't know,Yes,Yes,I don't know,,
